,query_hash,query_type,bytes_scanned,result_size,write_volume,cpu_time,unique_db_instance,num_read_tables,intermediate_result_size,hour,read_tables,write_table,timestamp,scan_to_result_ratio,scan_to_i_result_ratio,repetition_coefficient,load,cache_result,cache_ir,write_delta,was_cached,cache_writes,cache_reads,execution,execution_trigger,triggered_by,network_speed,total_runtime,runtime
314,210106903c7675f75ac1aa3ec4dbcccb,select,3062873907,264,0,0.006010814511076841,0,2,7920,1,"9A,0A",,2024-04-14 12:49:14,8.619355808172353e-08,2.585806742451706e-06,0.002068252326783868,0.02,False,False,False,False,0,0,normal,immediate,210106903c7675f75ac1aa3ec4dbcccb,17179869184.0,0.18128813305490152,0.18128813305490152
807,2c800f141d10828469c2dadd59def9c8,select,3561614882,221,0,0.008397116297353818,0,2,6630,1,"3A,2A",,2024-04-14 12:51:59,6.205655477563021e-08,1.8616966432689064e-06,0.0031023784901758012,0.03,False,False,False,False,0,0,normal,immediate,2c800f141d10828469c2dadd59def9c8,17179869184.0,0.21151182950449215,0.21151182950449215
383,a1198d957df20e2fc422b91ade00bd92,insert,8907074523,0,448671,0.018079790984822614,0,1,0,1,2A,5A,2024-04-14 12:54:31,0.0,0.0,0.001034126163391934,0.32,False,False,False,False,0,0,normal,immediate,a1198d957df20e2fc422b91ade00bd92,17179869184.0,0.5275259851476095,0.5275259851476095
700,6f45052814dd4fd00798d27103a46156,select,1208773679,88095,0,0.008322238434354035,0,1,1761900,1,4A,,2024-04-14 13:03:32,7.287964780378048e-05,0.0014575929560756095,0.002068252326783868,0.02,False,False,False,False,0,0,normal,immediate,6f45052814dd4fd00798d27103a46156,17179869184.0,0.07452100764553352,0.07452100764553352
634,d3c8ebdf7726a9c36689efbaedfcbe5f,insert,2870988622,0,118753,0.004246630961940328,0,1,0,1,2A,7A,2024-04-14 13:10:21,0.0,0.0,0.001034126163391934,0.09,False,False,False,False,0,0,normal,immediate,d3c8ebdf7726a9c36689efbaedfcbe5f,17179869184.0,0.16924376001112568,0.16924376001112568
600,a676600b115872a909e4821ccb79f03a,insert,107675603,0,406229,0.007633521871110247,0,1,0,2,9A,7A,2024-04-14 13:15:18,0.0,0.0,0.002068252326783868,0.24,False,False,False,False,0,0,normal,immediate,a676600b115872a909e4821ccb79f03a,17179869184.0,0.010107951563517474,0.010107951563517474
198,2e8c2d5c94f027773cd59868667095d9,insert,951470549,0,156351,0.0031219749996023003,0,2,0,2,"0A,2A",9A,2024-04-14 13:15:29,0.0,0.0,0.001034126163391934,0.1,False,False,False,False,0,0,normal,immediate,2e8c2d5c94f027773cd59868667095d9,17179869184.0,0.05695296341113531,0.05695296341113531
715,cba73aef645fdf397d74d428e9300fb7,insert,3999800088,0,250755,0.014405435653717937,0,2,0,2,"9A,6A",5A,2024-04-14 13:15:43,0.0,0.0,0.001034126163391934,0.18,False,False,False,False,0,0,normal,immediate,cba73aef645fdf397d74d428e9300fb7,17179869184.0,0.24003632093283242,0.24003632093283242
963,6551dccad9abcd764036cb335f826546,insert,509795382,0,791055,0.002103815664055048,0,2,0,2,"9A,0A",7A,2024-04-14 13:15:44,0.0,0.0,0.001034126163391934,0.45,False,False,False,False,0,0,normal,immediate,6551dccad9abcd764036cb335f826546,17179869184.0,0.030771950023939013,0.030771950023939013
800,e7a4920641dfd8dabd3cc8fa2e13c876,select,1852232488,715493,0,0.004705739582711503,0,1,14309860,2,3A,,2024-04-14 13:17:00,0.00038628682124703127,0.007725736424940626,0.002068252326783868,0.03,False,False,False,False,0,0,normal,immediate,e7a4920641dfd8dabd3cc8fa2e13c876,17179869184.0,0.11016699038576784,0.11016699038576784
725,5d74c98b5ed71b73838627d91982fe98,insert,3155813961,0,324879,0.007560265396782226,0,1,0,2,1A,5A,2024-04-14 13:17:30,0.0,0.0,0.001034126163391934,0.21,False,False,False,False,0,0,normal,immediate,5d74c98b5ed71b73838627d91982fe98,17179869184.0,0.18749159209293548,0.18749159209293548
301,8a4f0f36885df1bb6010da5c6fd3c334,insert,4123584320,0,294365,0.008123167634197855,0,1,0,2,1A,5A,2024-04-14 13:20:37,0.0,0.0,0.002068252326783868,0.2,False,False,False,False,0,0,normal,immediate,8a4f0f36885df1bb6010da5c6fd3c334,17179869184.0,0.2441029159618548,0.2441029159618548
162,d8cb426abd2e5ccdc8c19d70c4ec96af,insert,1623938520,0,1045862,0.00493641852193386,0,1,0,2,2A,7A,2024-04-14 13:22:10,0.0,0.0,0.002068252326783868,0.6,False,False,False,False,0,0,normal,immediate,d8cb426abd2e5ccdc8c19d70c4ec96af,17179869184.0,0.09705474915810332,0.09705474915810332
678,bdc83d416235a709c3865757e1a9a1b8,select,27894414405,1974,0,0.03369168495395791,0,2,59220,2,"4A,9A",,2024-04-14 13:22:14,7.076725239217937e-08,2.123017571765381e-06,0.0031023784901758012,0.19,False,False,False,False,0,0,normal,immediate,bdc83d416235a709c3865757e1a9a1b8,17179869184.0,1.6405144575429595,1.6405144575429595
857,044fb3659cc98a1b6fa87d8d1116a232,insert,5074888931,0,350741,0.010617064643474344,0,1,0,2,2A,5A,2024-04-14 13:22:52,0.0,0.0,0.0,0.24,False,False,False,False,0,0,normal,immediate,044fb3659cc98a1b6fa87d8d1116a232,17179869184.0,0.3007263622040907,0.3007263622040907
132,044fb625f7369dbfd1ad466fb7d351d6,select,5627074965,360716,0,0.009644653027665564,0,2,10821480,2,"6A,9A",,2024-04-14 13:23:52,6.410364619501497e-05,0.0019231093858504491,0.002068252326783868,0.05,False,False,False,False,0,0,normal,immediate,044fb625f7369dbfd1ad466fb7d351d6,17179869184.0,0.3323611980112143,0.3323611980112143
839,40849cd78a416f335c34fc08f09293e8,insert,410264418,0,328283,0.009662749322782889,0,1,0,2,8A,9A,2024-04-14 13:26:00,0.0,0.0,0.002068252326783868,0.2,False,False,False,False,0,0,normal,immediate,40849cd78a416f335c34fc08f09293e8,17179869184.0,0.028731015374744154,0.028731015374744154
14,ec71d705f525981d9c2e5fc65cf48881,insert,1223872174,0,432344,0.003642963813254943,0,1,0,2,1A,5A,2024-04-14 13:27:50,0.0,0.0,0.0031023784901758012,0.25,False,False,False,False,0,0,normal,immediate,ec71d705f525981d9c2e5fc65cf48881,17179869184.0,0.07308538414519762,0.07308538414519762
525,cdc12fd8fd55061f56a266d29ce95a66,select,7685588816,50203,0,0.016946521018783762,0,1,1004060,2,6A,,2024-04-14 13:28:53,6.53209548440667e-06,0.00013064190968813339,0.001034126163391934,0.06,False,False,False,False,0,0,normal,immediate,cdc12fd8fd55061f56a266d29ce95a66,17179869184.0,0.45583340823145735,0.45583340823145735
315,e3c11e438ac110986c8f68849c3d3a9e,insert,2518104966,0,150615,0.008423922867056618,0,2,0,2,"6A,3A",4A,2024-04-14 13:29:14,0.0,0.0,0.0,0.11,False,False,False,False,0,0,normal,immediate,e3c11e438ac110986c8f68849c3d3a9e,17179869184.0,0.15079372838582317,0.15079372838582317
877,15775ece0692156632d78ab6a5ce168a,insert,697240656,0,223858,0.0030501829478533616,0,1,0,2,2A,7A,2024-04-14 13:29:32,0.0,0.0,0.001034126163391934,0.13,False,False,False,False,0,0,normal,immediate,15775ece0692156632d78ab6a5ce168a,17179869184.0,0.04212286940401502,0.04212286940401502
211,6f352765e37eef4c11e19ae27eaa75b7,insert,28083858935,0,365452,0.03318263924946428,0,1,0,2,9A,5A,2024-04-14 13:31:59,0.0,0.0,0.0,0.39,False,False,False,False,0,0,normal,immediate,6f352765e37eef4c11e19ae27eaa75b7,17179869184.0,1.65130832976096,1.65130832976096
559,1ed2f86dd58e1a90cee2f686d3d9d3d6,insert,895425057,0,589899,0.005412005292261248,0,1,0,2,4A,5A,2024-04-14 13:32:23,0.0,0.0,0.0031023784901758012,0.34,False,False,False,False,0,0,normal,immediate,1ed2f86dd58e1a90cee2f686d3d9d3d6,17179869184.0,0.054860937378374046,0.054860937378374046
959,2c800f141d10828469c2dadd59def9c8,select,3561752268,221,0,0.008397116297353818,0,2,6630,2,"6A,9A",,2024-04-14 13:32:29,6.205655477563021e-08,1.8616966432689064e-06,0.0031023784901758012,0.03,False,False,False,False,0,0,normal,immediate,2c800f141d10828469c2dadd59def9c8,17179869184.0,0.2115198264221944,0.2115198264221944
318,98d9b7691c60814828b260614e3af165,insert,360785886,0,362639,0.004489251026567206,0,1,0,2,3A,5A,2024-04-14 13:33:23,0.0,0.0,0.0,0.21,False,False,False,False,0,0,normal,immediate,98d9b7691c60814828b260614e3af165,17179869184.0,0.02326623639588251,0.02326623639588251
107,659d8e5909ccdf4b948a770f6e440822,insert,25603739277,0,509794,0.02904275211055621,0,1,0,2,4A,5A,2024-04-14 13:33:24,0.0,0.0,0.0062047569803516025,0.46,False,False,False,False,0,0,normal,immediate,659d8e5909ccdf4b948a770f6e440822,17179869184.0,1.504884823924009,1.504884823924009
674,f9b552b686ea9b59d82550022d0a2555,select,3481303653,19425,0,0.005291334929592563,0,1,388500,2,6A,,2024-04-14 13:33:59,5.579806284137433e-06,0.00011159612568274865,0.0,0.03,False,False,False,False,0,0,normal,immediate,f9b552b686ea9b59d82550022d0a2555,17179869184.0,0.20528421003543568,0.20528421003543568
494,535adf7db93dde3550bf8e760fcb2450,insert,25216673483,0,128331,0.026701366916724416,0,2,0,2,"4A,9A",5A,2024-04-14 13:34:33,0.0,0.0,0.0,0.24,False,False,False,False,0,0,normal,immediate,535adf7db93dde3550bf8e760fcb2450,17179869184.0,1.481161732769784,1.481161732769784
76,1ab1a5886996556d5489cec8ca89ce50,select,5393205213,1069,0,0.006437162215039687,0,1,21380,2,8A,,2024-04-14 13:35:26,1.9821237237983067e-07,3.9642474475966135e-06,0.002068252326783868,0.04,False,False,False,False,0,0,normal,immediate,1ab1a5886996556d5489cec8ca89ce50,17179869184.0,0.3171444413825686,0.3171444413825686
91,646f00ddee902c63ea0d4466abfa9e99,insert,63235116720,0,550255,0.0657562103411261,0,1,0,2,4A,7A,2024-04-14 13:35:39,0.0,0.0,0.0031023784901758012,0.72,False,False,False,False,0,0,normal,immediate,646f00ddee902c63ea0d4466abfa9e99,17179869184.0,3.7136783660883124,3.7136783660883124
140,7c54997fc0bce0f9fbce1a5d60849000,insert,26047119245,0,267491,0.030028173403303472,0,1,0,2,6A,7A,2024-04-14 13:36:27,0.0,0.0,0.001034126163391934,0.32,False,False,False,False,0,0,normal,immediate,7c54997fc0bce0f9fbce1a5d60849000,17179869184.0,1.5311715415126883,1.5311715415126883
938,50509c02c53a5838ccea92abc3b66a20,insert,1010958296,0,218629,0.0022839050710261126,0,1,0,2,1A,5A,2024-04-14 13:36:42,0.0,0.0,0.0,0.13,False,False,False,False,0,0,normal,immediate,50509c02c53a5838ccea92abc3b66a20,17179869184.0,0.06000019610943572,0.06000019610943572
498,40849cd78a416f335c34fc08f09293e8,insert,410264418,0,328283,0.009662749322782889,0,1,0,2,6A,5A,2024-04-14 13:38:24,0.0,0.0,0.002068252326783868,0.2,False,False,False,False,0,0,normal,immediate,40849cd78a416f335c34fc08f09293e8,17179869184.0,0.028731015374744154,0.028731015374744154
313,d4a63ff6699ef8da27832b6fedb9cd33,insert,21657655754,0,547141,0.025022269773005614,0,2,0,2,"0A,8A",7A,2024-04-14 13:38:55,0.0,0.0,0.0031023784901758012,0.45,False,False,False,False,0,0,normal,immediate,d4a63ff6699ef8da27832b6fedb9cd33,17179869184.0,1.273184464993741,1.273184464993741
770,5a8d9bb6fa943cb3e4a2a40fc1415f59,insert,244513865,0,1071955,0.0017714233692110626,0,1,0,2,2A,2A,2024-04-14 13:39:13,0.0,0.0,0.001034126163391934,0.6,False,False,False,False,0,0,normal,immediate,5a8d9bb6fa943cb3e4a2a40fc1415f59,17179869184.0,0.015180687820321373,0.015180687820321373
576,0ebcb315a760f629b481d5c0a4e900a0,insert,1645715498,0,187282,0.003624508912174253,0,1,0,2,0A,7A,2024-04-14 13:39:48,0.0,0.0,0.0031023784901758012,0.12,False,False,False,False,0,0,normal,immediate,0ebcb315a760f629b481d5c0a4e900a0,17179869184.0,0.09761640537086047,0.09761640537086047
842,cba73aef645fdf397d74d428e9300fb7,insert,4001062940,0,250755,0.014405435653717937,0,2,0,2,"2A,3A",3A,2024-04-14 13:39:57,0.0,0.0,0.001034126163391934,0.18,False,False,False,False,0,0,normal,immediate,cba73aef645fdf397d74d428e9300fb7,17179869184.0,0.24010982859383231,0.24010982859383231
592,40849cd78a416f335c34fc08f09293e8,insert,411683621,0,328283,0.009662749322782889,0,1,0,2,2A,7A,2024-04-14 13:40:10,0.0,0.0,0.002068252326783868,0.2,False,False,False,False,0,0,normal,immediate,40849cd78a416f335c34fc08f09293e8,17179869184.0,0.02881362386173553,0.02881362386173553
620,feb7d35f525df753060a39a92b1d9eab,insert,9561249115,0,488298,0.012104780396703155,0,1,0,2,1A,5A,2024-04-14 13:40:43,0.0,0.0,0.0031023784901758012,0.34,False,False,False,False,0,0,normal,immediate,feb7d35f525df753060a39a92b1d9eab,17179869184.0,0.5626187592778706,0.5626187592778706
838,4df8ed4611bc480d69c34e546c933db4,insert,6999816982,0,551326,0.008880551615875767,0,2,0,2,"0A,2A",7A,2024-04-14 13:40:45,0.0,0.0,0.002068252326783868,0.36,False,False,False,False,0,0,normal,immediate,4df8ed4611bc480d69c34e546c933db4,17179869184.0,0.41191534054938544,0.41191534054938544
879,93af8607971f359c101591653cda3c9c,insert,39778408267,0,319309,0.04189272487729236,0,1,0,2,6A,5A,2024-04-14 13:40:49,0.0,0.0,0.0,0.44,False,False,False,False,0,0,normal,immediate,93af8607971f359c101591653cda3c9c,17179869184.0,2.3363730487516494,2.3363730487516494
996,d3c8ebdf7726a9c36689efbaedfcbe5f,insert,2870892129,0,118753,0.004246630961940328,0,1,0,2,3A,7A,2024-04-14 13:41:00,0.0,0.0,0.001034126163391934,0.09,False,False,False,False,0,0,normal,immediate,d3c8ebdf7726a9c36689efbaedfcbe5f,17179869184.0,0.16923814337930115,0.16923814337930115
808,a1198d957df20e2fc422b91ade00bd92,insert,8906978030,0,448671,0.018079790984822614,0,1,0,2,3A,7A,2024-04-14 13:41:06,0.0,0.0,0.001034126163391934,0.32,False,False,False,False,0,0,normal,immediate,a1198d957df20e2fc422b91ade00bd92,17179869184.0,0.527520368515785,0.527520368515785
714,b23c2690a2af9c09ea746e3cb1525d7a,insert,74525039022,0,326522,0.0772501317025532,0,1,0,2,1A,7A,2024-04-14 13:41:47,0.0,0.0,0.001034126163391934,0.67,False,False,False,False,0,0,normal,immediate,b23c2690a2af9c09ea746e3cb1525d7a,17179869184.0,4.3765722728886365,4.3765722728886365
883,ec71d705f525981d9c2e5fc65cf48881,insert,1223872174,0,432344,0.003642963813254943,0,1,0,2,6A,5A,2024-04-14 13:41:47,0.0,0.0,0.0031023784901758012,0.25,False,False,False,False,0,0,normal,immediate,ec71d705f525981d9c2e5fc65cf48881,17179869184.0,0.07308538414519762,0.07308538414519762
975,cfdffaa27b6575e5e25fcb4be93761ae,insert,20476713944,0,408911,0.024107826617042877,0,1,0,2,9A,5A,2024-04-14 13:42:18,0.0,0.0,0.002068252326783868,0.37,False,False,False,False,0,0,normal,immediate,cfdffaa27b6575e5e25fcb4be93761ae,17179869184.0,1.203979336935775,1.203979336935775
108,4a965ae4c2711bb3bf0a96f44b5e3996,insert,8114571765,0,311060,0.012723392154643314,0,1,0,2,9A,7A,2024-04-14 13:43:32,0.0,0.0,0.001034126163391934,0.23,False,False,False,False,0,0,normal,immediate,4a965ae4c2711bb3bf0a96f44b5e3996,17179869184.0,0.47871004390744215,0.47871004390744215
410,d9701a4d9d60ef35d01810b3aeaaa616,select,4072273687,2309,0,0.006768861351623225,0,1,46184,2,9A,,2024-04-14 13:44:17,5.670725987876956e-07,1.1341451975753912e-05,0.002068252326783868,0.03,False,False,False,False,0,0,normal,immediate,d9701a4d9d60ef35d01810b3aeaaa616,17179869184.0,0.24042195659554333,0.24042195659554333
295,5376265a8777fbe0ac39fa8482cbcdba,select,733450869,389,0,0.0026064059469395524,0,2,11692,2,"6A,2A",,2024-04-14 13:44:23,5.313977769917948e-07,1.5941933309753844e-05,0.002068252326783868,0.01,False,False,False,False,0,0,normal,immediate,5376265a8777fbe0ac39fa8482cbcdba,17179869184.0,0.04399566245290978,0.04399566245290978
980,c1ef93cdde551f8a3fa133ddf03fb263,insert,2504935480,0,490640,0.008574324472070585,0,1,0,2,4A,3A,2024-04-14 13:48:11,0.0,0.0,0.0,0.3,False,False,False,False,0,0,normal,immediate,c1ef93cdde551f8a3fa133ddf03fb263,17179869184.0,0.1501221562727396,0.1501221562727396
586,8b617b8f53a533bacbbeefbdbf42d121,select,4361839852,2625,0,0.010894174866703576,0,1,52500,2,0A,,2024-04-14 13:48:42,6.018102656374189e-07,1.2036205312748378e-05,0.002068252326783868,0.04,False,False,False,False,0,0,normal,immediate,8b617b8f53a533bacbbeefbdbf42d121,17179869184.0,0.2593395824974166,0.2593395824974166
45,1ab1404cd61c76351db9b3254c234aeb,insert,29158710804,0,455390,0.034684093835016264,0,1,0,2,1A,7A,2024-04-14 13:48:45,0.0,0.0,0.002068252326783868,0.45,False,False,False,False,0,0,normal,immediate,1ab1404cd61c76351db9b3254c234aeb,17179869184.0,1.714628905257302,1.714628905257302
89,f79e58869fed8bae5d423475e5c60e8f,insert,8279829119,0,422481,0.00981540117271224,0,2,0,2,"6A,1A",7A,2024-04-14 13:49:06,0.0,0.0,0.002068252326783868,0.29,False,False,False,False,0,0,normal,immediate,f79e58869fed8bae5d423475e5c60e8f,17179869184.0,0.4868817779973521,0.4868817779973521
457,70979de9057e55f2fc7229aa231e06a2,insert,1468005517,0,291013,0.0035275677497694858,0,1,0,2,3A,7A,2024-04-14 13:49:27,0.0,0.0,0.0,0.18,False,False,False,False,0,0,normal,immediate,70979de9057e55f2fc7229aa231e06a2,17179869184.0,0.08722989041354556,0.08722989041354556
852,78059bd6ded97810ac5bbebed4261875,insert,587360815,0,378845,0.01109897574372901,0,1,0,2,1A,7A,2024-04-14 13:49:37,0.0,0.0,0.0,0.23,False,False,False,False,0,0,normal,immediate,78059bd6ded97810ac5bbebed4261875,17179869184.0,0.039760438706541126,0.039760438706541126
545,51ca82eff867ee4f99824c15770182b5,insert,1011541397,0,418908,0.006043790729885711,0,1,0,2,2A,7A,2024-04-14 13:49:38,0.0,0.0,0.001034126163391934,0.25,False,False,False,False,0,0,normal,immediate,51ca82eff867ee4f99824c15770182b5,17179869184.0,0.06192573765627191,0.06192573765627191
708,d0871fd9145f05055a11fae43e607e96,insert,1809563575,0,760749,0.013565887227355052,0,1,0,2,1A,5A,2024-04-14 13:49:41,0.0,0.0,0.0,0.45,False,False,False,False,0,0,normal,immediate,d0871fd9145f05055a11fae43e607e96,17179869184.0,0.11215768800847163,0.11215768800847163
30,f48154f2502e05faea5887dff0a5bdc6,insert,93232564,0,269414,0.0004729146335064264,0,2,0,2,"3A,9A",1A,2024-04-14 13:50:53,0.0,0.0,0.001034126163391934,0.15,False,False,False,False,0,0,normal,immediate,f48154f2502e05faea5887dff0a5bdc6,17179869184.0,0.005678988746915702,0.005678988746915702
947,b5582f4ff371e5c1ff8b3c3e68199479,insert,27277223105,0,1011142,0.030294327892130598,0,2,0,2,"0A,6A",5A,2024-04-14 13:50:57,0.0,0.0,0.001034126163391934,0.75,False,False,False,False,0,0,normal,immediate,b5582f4ff371e5c1ff8b3c3e68199479,17179869184.0,1.6029493733135751,1.6029493733135751
625,b231578e31971ceb974bb321bd219db8,insert,6183945729,0,209810,0.010510006593934801,0,1,0,2,2A,7A,2024-04-14 13:51:00,0.0,0.0,0.001034126163391934,0.16,False,False,False,False,0,0,normal,immediate,b231578e31971ceb974bb321bd219db8,17179869184.0,0.36522023194722064,0.36522023194722064
277,2035b4955ef39a48ea61415bd34f5e6a,insert,3912628788,0,57443,0.008790013312386878,0,1,0,2,8A,7A,2024-04-14 13:53:38,0.0,0.0,0.001034126163391934,0.06,False,False,False,False,0,0,normal,immediate,2035b4955ef39a48ea61415bd34f5e6a,17179869184.0,0.23214332005103425,0.23214332005103425
894,de6498835d44978324ad454dc41c6b75,insert,2823272846,0,155855,0.006032519374391734,0,2,0,2,"3A,0A",5A,2024-04-14 13:58:39,0.0,0.0,0.002068252326783868,0.11,False,False,False,False,0,0,normal,immediate,de6498835d44978324ad454dc41c6b75,17179869184.0,0.16736144012835563,0.16736144012835563
945,1ab1404cd61c76351db9b3254c234aeb,insert,29158861419,0,455390,0.034684093835016264,0,1,0,2,4A,7A,2024-04-14 13:59:06,0.0,0.0,0.002068252326783868,0.45,False,False,False,False,0,0,normal,immediate,1ab1404cd61c76351db9b3254c234aeb,17179869184.0,1.7146376722041505,1.7146376722041505
403,7ff0b4d8d54d16ded671863c2e3802a7,insert,1065026878,0,366040,0.005497557603567003,0,1,0,2,3A,7A,2024-04-14 14:00:00,0.0,0.0,0.0,0.22,False,False,False,False,0,0,normal,immediate,7ff0b4d8d54d16ded671863c2e3802a7,17179869184.0,0.0647628085123371,0.0647628085123371
962,e9774b2df6c61f2f34753d2d05fd3f13,insert,24025491946,0,302233,0.03130766234359374,0,1,0,2,9A,4A,2024-04-14 14:02:01,0.0,0.0,0.001034126163391934,0.34,False,False,False,False,0,0,normal,immediate,e9774b2df6c61f2f34753d2d05fd3f13,17179869184.0,1.414139111919788,1.414139111919788
156,37fc5484db9eaf63275b28470072aab6,insert,4479565524,0,440246,0.006420719227096441,0,1,0,2,0A,5A,2024-04-14 14:02:11,0.0,0.0,0.001034126163391934,0.28,False,False,False,False,0,0,normal,immediate,37fc5484db9eaf63275b28470072aab6,17179869184.0,0.26398101636408566,0.26398101636408566
372,777ca002621052e5e3642fe691ddb09d,insert,12010621044,0,331916,0.016973070868864723,0,1,0,2,2A,7A,2024-04-14 14:04:34,0.0,0.0,0.001034126163391934,0.27,False,False,False,False,0,0,normal,immediate,777ca002621052e5e3642fe691ddb09d,17179869184.0,0.70761601257772,0.70761601257772
921,04da402e103bfec2f642be25e5eaf29c,insert,366947896,0,133566,0.004095052220982773,0,1,0,2,6A,5A,2024-04-14 14:04:50,0.0,0.0,0.0,0.08,False,False,False,False,0,0,normal,immediate,04da402e103bfec2f642be25e5eaf29c,17179869184.0,0.02341447937820726,0.02341447937820726
927,4db13ea0d0124abb630c4d15d35c935c,insert,587162339,0,310264,0.001972849674376062,0,3,0,2,"0A,3A,7A",5A,2024-04-14 14:06:08,0.0,0.0,0.001034126163391934,0.18,False,False,False,False,0,0,normal,immediate,4db13ea0d0124abb630c4d15d35c935c,17179869184.0,0.03518183090856409,0.03518183090856409
615,39eda185265e36dfb016493be1b921b8,insert,1995178056,0,488835,0.008604509898799177,0,1,0,2,4A,7A,2024-04-14 14:06:41,0.0,0.0,0.002068252326783868,0.3,False,False,False,False,0,0,normal,immediate,39eda185265e36dfb016493be1b921b8,17179869184.0,0.12046535663696131,0.12046535663696131
666,dc16417ab87b2a0777293d4fbc06ed9c,select,28416567201,3207,0,0.029550380368496845,0,2,96230,2,"5A,1A",,2024-04-14 14:06:41,1.1289378577121117e-07,3.3868135731363354e-06,0.004136504653567736,0.19,False,False,False,False,0,0,normal,immediate,dc16417ab87b2a0777293d4fbc06ed9c,17179869184.0,1.668837098144816,1.668837098144816
4,7ace919ef719ae7a3764e9f2ffed20dc,select,4592586669,1570,0,0.012296269670253419,0,1,31400,2,6A,,2024-04-14 14:06:44,3.4185527963957954e-07,6.8371055927915905e-06,0.0031023784901758012,0.04,False,False,False,False,0,0,normal,immediate,7ace919ef719ae7a3764e9f2ffed20dc,17179869184.0,0.2734718623799895,0.2734718623799895
376,3be52c5a9d9f9101dafd4cc6d2b28a6f,insert,89149339,0,495725,0.003788485874914642,0,1,0,2,8A,5A,2024-04-14 14:07:34,0.0,0.0,0.001034126163391934,0.28,False,False,False,False,0,0,normal,immediate,3be52c5a9d9f9101dafd4cc6d2b28a6f,17179869184.0,0.007112272425335405,0.007112272425335405
