,query_hash,query_type,bytes_scanned,result_size,write_volume,cpu_time,unique_db_instance,num_read_tables,intermediate_result_size,hour,read_tables,write_table,timestamp,scan_to_result_ratio,scan_to_i_result_ratio,repetition_coefficient,load,cache_result,cache_ir,write_delta,was_cached,cache_writes,cache_reads,execution,execution_trigger,triggered_by,network_speed,total_runtime,runtime,size
634,d3c8ebdf7726a9c36689efbaedfcbe5f,insert,2870641374,0.0,118753,0.004246630961940328,0,1,0.0,1,2A,7A,2024-04-14 12:48:21,0.0,0.0,0.001037344398340249,0.09,False,False,False,False,0,1,normal,immediate,d3c8ebdf7726a9c36689efbaedfcbe5f,17179869184.0,0.1711212896350769,0.17036582371786563,
383,a1198d957df20e2fc422b91ade00bd92,insert,8906727275,0.0,448671,0.018079790984822614,0,1,0.0,1,2A,3A,2024-04-14 12:49:30,0.0,0.0,0.001037344398340249,0.32,False,False,False,False,0,1,normal,immediate,a1198d957df20e2fc422b91ade00bd92,17179869184.0,0.5291641008137966,0.5293595136430879,
250,9d47cf199c599870f935bae5e69c2332,insert,330642101,0.0,347248,0.005595994842315706,0,2,0.0,1,"9A,6A",7A,2024-04-14 12:54:45,0.0,0.0,0.002074688796680498,0.2,False,False,False,False,0,1,normal,immediate,9d47cf199c599870f935bae5e69c2332,17179869184.0,0.023740644322503113,0.02391465408776509,
785,c83afa8e7e10b7a495f4326a61c852bb,insert,842131058,0.0,179350,0.0018476699854853035,0,2,0.0,1,"2A,9A",7A,2024-04-14 12:58:43,0.0,0.0,0.0,0.11,False,False,False,False,0,1,normal,immediate,c83afa8e7e10b7a495f4326a61c852bb,17179869184.0,0.05182561668358627,0.05145615232268811,
632,6f548a390e487af7720fee4d4b771d7d,select,941759466,103950.0,0,0.006549999315489203,0,1,2079000.0,1,6A,,2024-04-14 13:02:21,0.00011037850295417152,0.0022075700590834307,0.0031120331950207467,0.02,True,True,False,False,1,0,normal,immediate,6f548a390e487af7720fee4d4b771d7d,17179869184.0,0.06137101406263479,0.06150560504413508,2182950.0
12,786123a40229d18deef29222cc49a1c9,select,10235443288,2979.0,0,0.01720347102517239,0,1,59580.0,1,8A,,2024-04-14 13:03:06,2.910474823784691e-07,5.820949647569382e-06,0.001037344398340249,0.08,True,True,False,False,1,0,normal,immediate,786123a40229d18deef29222cc49a1c9,17179869184.0,0.6064232911810665,0.6062414970712794,62559.0
259,1f38b4d192e3dc95167f32ba530f9870,insert,2609053706,0.0,615963,0.009782342450444308,0,1,0.0,1,4A,9A,2024-04-14 13:08:34,0.0,0.0,0.001037344398340249,0.37,False,False,False,False,0,1,normal,immediate,1f38b4d192e3dc95167f32ba530f9870,17179869184.0,0.1586696217623513,0.15827348216528808,
926,7c7483072ac8260be91fe3eebda0e4ab,select,1563316868,9572.0,0,0.010625995408751612,0,1,191440.0,1,1A,,2024-04-14 13:09:16,6.1228789862964625e-06,0.00012245757972592923,0.002074688796680498,0.02,True,True,False,False,1,0,normal,immediate,7c7483072ac8260be91fe3eebda0e4ab,17179869184.0,0.09833172108056024,0.09754342748194313,201012.0
407,089a30492cf8f1d48524a2250ccd6d75,insert,356058251,0.0,535436,0.006545086165404135,0,1,0.0,1,4A,5A,2024-04-14 13:11:29,0.0,0.0,0.001037344398340249,0.31,False,False,False,False,0,1,normal,immediate,089a30492cf8f1d48524a2250ccd6d75,17179869184.0,0.02584603305312433,0.025345178456264567,
372,777ca002621052e5e3642fe691ddb09d,insert,12009201841,0.0,331916,0.016973070868864723,0,1,0.0,1,1A,7A,2024-04-14 13:11:41,0.0,0.0,0.001037344398340249,0.27,False,False,False,False,0,1,normal,immediate,777ca002621052e5e3642fe691ddb09d,17179869184.0,0.7088682028284657,0.7085658927849341,
540,3599077bb1b6c644e2c9c48848ad6273,select,2747986115,130203.0,0,0.0037093471472155626,0,1,2604060.0,2,1A,,2024-04-14 13:14:26,4.7381243773133115e-05,0.0009476248754626622,0.0031120331950207467,0.02,True,True,False,False,1,0,normal,immediate,3599077bb1b6c644e2c9c48848ad6273,17179869184.0,0.16532317667258356,0.16554265235387125,2734263.0
759,436a6f818d593eecd8bb3aa6a9bfac26,insert,9404627494,0.0,372214,0.013233420211938986,0,2,0.0,2,"1A,9A",5A,2024-04-14 13:14:45,0.0,0.0,0.0031120331950207467,0.27,False,False,False,False,0,1,normal,immediate,436a6f818d593eecd8bb3aa6a9bfac26,17179869184.0,0.5551859043548711,0.5555083197203902,
293,c8619c94ddafc767a3e4a486190c6eaa,insert,770959642,0.0,839783,0.005454401353356526,0,1,0.0,2,6A,5A,2024-04-14 13:20:44,0.0,0.0,0.0,0.48,False,False,False,False,0,1,normal,immediate,c8619c94ddafc767a3e4a486190c6eaa,17179869184.0,0.049096689388942356,0.0491390006949823,
108,4a965ae4c2711bb3bf0a96f44b5e3996,insert,8114087131,0.0,311060,0.012723392154643314,0,1,0.0,2,4A,7A,2024-04-14 13:24:24,0.0,0.0,0.001037344398340249,0.23,False,False,False,False,0,1,normal,immediate,4a965ae4c2711bb3bf0a96f44b5e3996,17179869184.0,0.4800792518098543,0.4800076931257824,
296,256836859579356e5d340cd180b8d663,insert,2488396465,0.0,435606,0.004501432254442387,0,2,0.0,2,"3A,9A",5A,2024-04-14 13:26:22,0.0,0.0,0.0,0.26,False,False,False,False,0,1,normal,immediate,256836859579356e5d340cd180b8d663,17179869184.0,0.14850580859747514,0.1489808913607786,
123,bbb43ff277401dfeb52b9f72eb6800d4,select,2055463569,4823.0,0,0.005044900353579094,0,1,96460.0,2,6A,,2024-04-14 13:27:33,2.346429327544068e-06,4.692858655088136e-05,0.001037344398340249,0.02,True,True,False,False,1,0,normal,immediate,bbb43ff277401dfeb52b9f72eb6800d4,17179869184.0,0.12380547807012858,0.12391614197791198,101283.0
720,6f548a390e487af7720fee4d4b771d7d,select,0,104030.0,0,0.0,0,1,2080628.0,2,3A,,2024-04-14 13:29:36,0.00011037850295417152,0.0022075700590834307,0.0031120331950207467,0.0,False,False,False,True,0,1,incremental,immediate,6f548a390e487af7720fee4d4b771d7d,1250000000.0,0.00186534887463032,0.0019769049490414017,
997,1636dd9b4b5cd272f9fc253046293ad8,insert,3045092935,0.0,202688,0.006419431838685508,0,1,0.0,2,0A,7A,2024-04-14 13:32:41,0.0,0.0,0.002074688796680498,0.14,False,False,False,False,0,1,normal,immediate,1636dd9b4b5cd272f9fc253046293ad8,17179869184.0,0.18166731554369367,0.18215541561952422,
219,4c69f6ef145ad936ba52e302fee0bcf5,insert,6282917474,0.0,173041,0.00960761019136554,0,2,0.0,2,"9A,2A",7A,2024-04-14 13:39:04,0.0,0.0,0.0,0.14,False,False,False,False,0,1,normal,immediate,4c69f6ef145ad936ba52e302fee0bcf5,17179869184.0,0.3720298747363281,0.3720253637089113,
978,dd574a5a4590a485d36a2bf2cacd63ef,select,803740547,152.0,0,0.008213281540373618,0,2,4560.0,2,"4A,1A",,2024-04-14 13:46:31,1.8911575453963007e-07,5.673472636188902e-06,0.002074688796680498,0.02,True,True,False,False,1,0,normal,immediate,dd574a5a4590a485d36a2bf2cacd63ef,17179869184.0,0.05234690158867257,0.05262956477208327,4712.0
781,d9b3f8ad7abc2f276e3f02b862ce0311,select,1666263312,81577.0,0,0.006023856202290278,0,1,1631562.0,2,3A,,2024-04-14 13:47:55,4.895871989111752e-05,0.0009791743978223503,0.002074688796680498,0.02,True,True,False,False,1,0,normal,immediate,d9b3f8ad7abc2f276e3f02b862ce0311,17179869184.0,0.10293837179864802,0.1028632359348081,1713139.0
894,de6498835d44978324ad454dc41c6b75,insert,2823147414,0.0,155855,0.006032519374391734,0,2,0.0,2,"4A,9A",5A,2024-04-14 13:52:19,0.0,0.0,0.002074688796680498,0.11,False,False,False,False,0,1,normal,immediate,de6498835d44978324ad454dc41c6b75,17179869184.0,0.16872101406392825,0.16910775489492308,
97,42c9cb83b5e4638fec94702770056a3d,select,2788905887,66579.0,0,0.009792450162500679,0,1,1331580.0,2,4A,,2024-04-14 13:59:17,2.3872802703865495e-05,0.0004774560540773099,0.001037344398340249,0.03,True,True,False,False,1,0,normal,immediate,42c9cb83b5e4638fec94702770056a3d,17179869184.0,0.17029511642967324,0.1702131692346761,1398159.0
967,6551dccad9abcd764036cb335f826546,insert,509639031,0.0,791055,0.002103815664055048,0,2,0.0,2,"6A,2A",5A,2024-04-14 14:02:15,0.0,0.0,0.001037344398340249,0.45,False,False,False,False,0,1,normal,immediate,6551dccad9abcd764036cb335f826546,17179869184.0,0.03268422811275765,0.03211664943773175,
211,6f352765e37eef4c11e19ae27eaa75b7,insert,28083374301,0.0,365452,0.03318263924946428,0,1,0.0,2,4A,7A,2024-04-14 14:03:42,0.0,0.0,0.0,0.39,False,False,False,False,0,1,normal,immediate,6f352765e37eef4c11e19ae27eaa75b7,17179869184.0,1.6528056892556866,1.6523716902500067,
358,79781b5baec0dfd42720b1da69aaae7b,select,1001934598,42370.0,0,0.009055289670760922,0,1,847400.0,2,0A,,2024-04-14 14:05:27,4.228818935345319e-05,0.0008457637870690638,0.002074688796680498,0.02,True,True,False,False,1,0,normal,immediate,79781b5baec0dfd42720b1da69aaae7b,17179869184.0,0.06466490636088455,0.06552241516260855,889770.0
399,334283e482c6c7d18cf9e3af19bc3319,insert,147746506,0.0,289068,0.0018631101004324341,0,2,0.0,2,"8A,3A",7A,2024-04-14 14:06:18,0.0,0.0,0.0031120331950207467,0.17,False,False,False,False,0,1,normal,immediate,334283e482c6c7d18cf9e3af19bc3319,17179869184.0,0.011480804182944442,0.011250821262366078,
855,151bd9daa1ff0c3c17cca26ebe7fc4b6,insert,9692033026,0.0,98466,0.018406187006317895,0,2,0.0,2,"6A,0A",5A,2024-04-14 14:06:29,0.0,0.0,0.0,0.13,False,False,False,False,0,1,normal,immediate,151bd9daa1ff0c3c17cca26ebe7fc4b6,17179869184.0,0.5750797172139249,0.5744285024279171,
470,aeec8d7ab1a47bb22d4bf5ea48a139f5,insert,1837660537,0.0,610613,0.012518291982254027,0,1,0.0,2,9A,7A,2024-04-14 14:09:55,0.0,0.0,0.0031120331950207467,0.37,False,False,False,False,0,1,normal,immediate,aeec8d7ab1a47bb22d4bf5ea48a139f5,17179869184.0,0.11442775090669927,0.11506081532393783,
157,176e67717b903d7d1c66a57602f1d042,insert,2254154587,0.0,447384,0.003865186199371096,0,1,0.0,2,9A,7A,2024-04-14 14:10:29,0.0,0.0,0.001037344398340249,0.27,False,False,False,False,0,1,normal,immediate,176e67717b903d7d1c66a57602f1d042,17179869184.0,0.13444283092117,0.1344741885936464,
40,10536673c9dfc75e3e890563e319583d,select,499639410,1903.0,0,0.0012715474070276425,0,1,38076.0,3,3A,,2024-04-14 14:16:29,3.8103700799190146e-06,7.62074015983803e-05,0.002074688796680498,0.0,True,True,False,False,1,0,normal,immediate,10536673c9dfc75e3e890563e319583d,17179869184.0,0.03161318127899565,0.03125786921108097,39979.0
168,5321de0eeb2b7180cacea678148ccbfa,insert,2837174787,0.0,530097,0.007924947391308673,0,1,0.0,3,6A,7A,2024-04-14 14:22:50,0.0,0.0,0.002074688796680498,0.32,False,False,False,False,0,1,normal,immediate,5321de0eeb2b7180cacea678148ccbfa,17179869184.0,0.17029035009940788,0.17098596118434073,
990,0d6243613647e1101a8d226743a74c4c,select,3361415229,262078.0,0,0.006304268845433431,0,1,5241560.0,3,8A,,2024-04-14 14:24:03,7.796656531420742e-05,0.0015593313062841484,0.001037344398340249,0.03,True,True,False,False,1,0,normal,immediate,0d6243613647e1101a8d226743a74c4c,17179869184.0,0.2049051177345624,0.20468982988120651,5503638.0
37,8cfeac644fd2970f38eff6b7643eaaa2,insert,6544400477,0.0,285942,0.00752530578171721,0,1,0.0,3,9A,7A,2024-04-14 14:31:00,0.0,0.0,0.0,0.2,False,False,False,False,0,1,normal,immediate,8cfeac644fd2970f38eff6b7643eaaa2,17179869184.0,0.3864271178351172,0.3859836817330879,
669,6658ab6d65044b7afd1b47414532d93a,insert,2611272132,0.0,307482,0.0035473685924007803,0,1,0.0,3,2A,3A,2024-04-14 14:37:52,0.0,0.0,0.0031120331950207467,0.19,False,False,False,False,1,1,normal,immediate,6658ab6d65044b7afd1b47414532d93a,17179869184.0,0.15746687591104847,0.15685069674849245,
d9b3f8ad7abc2f276e3f02b862ce0311,,select,307482,15.053925109560597,0,0.006023856202290278,0,1,301.07850219121195,3,3A,,2024-04-14 14:37:52,4.895871989111752e-05,0.0009791743978223503,0.002074688796680498,0.01,True,True,False,False,0,0,incremental,triggered_by_write,6658ab6d65044b7afd1b47414532d93a,1250000000.0,0.0032581666070869795,0.0032581666070869795,1713139.0
10536673c9dfc75e3e890563e319583d,,select,307482,1.1716202129136584,0,0.0012715474070276425,0,1,23.43240425827317,3,3A,,2024-04-14 14:37:52,3.8103700799190146e-06,7.62074015983803e-05,0.002074688796680498,0.0,True,True,False,False,0,0,incremental,triggered_by_write,6658ab6d65044b7afd1b47414532d93a,1250000000.0,0.0008817789867333982,0.0008817789867333982,39979.0
729,f2006d85725128a43244dba74c191422,insert,7413347286,0.0,224440,0.010134433167987322,0,1,0.0,3,9A,7A,2024-04-14 14:39:02,0.0,0.0,0.0,0.18,False,False,False,False,0,1,normal,immediate,f2006d85725128a43244dba74c191422,17179869184.0,0.4383998638479882,0.43824683058420405,
651,cd48e41daec7f6506239e0bf7e48069e,select,1199834589,39653.0,0,0.002547468765669022,0,1,793060.0,3,1A,,2024-04-14 14:42:28,3.304872218515447e-05,0.0006609744437030895,0.002074688796680498,0.01,True,True,False,False,1,0,normal,immediate,cd48e41daec7f6506239e0bf7e48069e,17179869184.0,0.07307150286752495,0.0731089613271133,832713.0
162,d8cb426abd2e5ccdc8c19d70c4ec96af,insert,1624636493,0.0,1045862,0.00493641852193386,0,1,0.0,3,3A,5A,2024-04-14 14:42:45,0.0,0.0,0.002074688796680498,0.6,False,False,False,False,0,1,normal,immediate,d8cb426abd2e5ccdc8c19d70c4ec96af,17179869184.0,0.09907992032553856,0.09863850411225274,
989,4df8ed4611bc480d69c34e546c933db4,insert,6998397779,0.0,551326,0.008880551615875767,0,2,0.0,3,"1A,6A",5A,2024-04-14 14:48:55,0.0,0.0,0.002074688796680498,0.36,False,False,False,False,0,1,normal,immediate,4df8ed4611bc480d69c34e546c933db4,17179869184.0,0.4134293796018944,0.41326859848519093,
563,1f521cc192ea22e38d0170c837dc7b3e,insert,2402570174,0.0,209251,0.0034249815523094665,0,1,0.0,3,4A,5A,2024-04-14 14:49:49,0.0,0.0,0.0,0.13,False,False,False,False,0,1,normal,immediate,1f521cc192ea22e38d0170c837dc7b3e,17179869184.0,0.14318079810042675,0.14343256527766188,
878,5321de0eeb2b7180cacea678148ccbfa,insert,2837174787,0.0,530097,0.007924947391308673,0,1,0.0,3,1A,7A,2024-04-14 14:50:30,0.0,0.0,0.002074688796680498,0.32,False,False,False,False,0,1,normal,immediate,5321de0eeb2b7180cacea678148ccbfa,17179869184.0,0.17104161272077034,0.17054780611125014,
88,c52a1f6f48f400812bc18afe43621cc4,insert,1690730649,0.0,339802,0.004165450590540833,0,2,0.0,3,"0A,2A",5A,2024-04-14 14:51:15,0.0,0.0,0.0031120331950207467,0.2,False,False,False,False,0,1,normal,immediate,c52a1f6f48f400812bc18afe43621cc4,17179869184.0,0.10176589638356577,0.10193033397666183,
430,7e010752dbf1d30944316010008eb5f1,select,4018926185,6716.0,0,0.007601851216432056,0,1,134320.0,3,8A,,2024-04-14 14:57:22,1.671093145494037e-06,3.342186290988074e-05,0.001037344398340249,0.03,True,True,False,False,1,0,normal,immediate,7e010752dbf1d30944316010008eb5f1,17179869184.0,0.23976006635969413,0.23943087123170287,141036.0
433,aeec8d7ab1a47bb22d4bf5ea48a139f5,insert,1837044574,0.0,610613,0.012518291982254027,0,1,0.0,3,2A,5A,2024-04-14 15:00:06,0.0,0.0,0.0031120331950207467,0.37,False,False,False,False,0,1,normal,immediate,aeec8d7ab1a47bb22d4bf5ea48a139f5,17179869184.0,0.114999832213443,0.11454718621921832,
444,bdc83d416235a709c3865757e1a9a1b8,select,27894258054,1974.0,0,0.03369168495395791,0,2,59220.0,3,"1A,6A",,2024-04-14 15:01:50,7.076725239217937e-08,2.123017571765381e-06,0.0031120331950207467,0.19,True,True,False,False,1,0,normal,immediate,bdc83d416235a709c3865757e1a9a1b8,17179869184.0,1.6425418159960494,1.6417815262834918,61194.0
481,1ed2f86dd58e1a90cee2f686d3d9d3d6,insert,896319663,0.0,589899,0.005412005292261248,0,1,0.0,3,3A,5A,2024-04-14 15:03:22,0.0,0.0,0.0031120331950207467,0.34,False,False,False,False,0,1,normal,immediate,1ed2f86dd58e1a90cee2f686d3d9d3d6,17179869184.0,0.056863024008288576,0.056710247704348155,
626,ec03a575bc1856b2487941f530574be5,select,2554493399,107269.0,0,0.00781219322087749,0,1,2145380.0,3,2A,,2024-04-14 15:04:59,4.1992279190070436e-05,0.0008398455838014088,0.002074688796680498,0.03,True,True,False,False,1,0,normal,immediate,ec03a575bc1856b2487941f530574be5,17179869184.0,0.15590815663322535,0.15577629557906336,2252649.0
272,c86fbde9a005e2bd76de20f92c3a5e33,select,1163576432,46515.0,0,0.0015422035284539722,0,1,930312.0,3,9A,,2024-04-14 15:05:14,3.997642330867568e-05,0.0007995284661735136,0.001037344398340249,0.01,True,True,False,False,1,0,normal,immediate,c86fbde9a005e2bd76de20f92c3a5e33,17179869184.0,0.07072951153120058,0.07097268503807208,976827.0
636,80f3f72947e00fc8e1541325367f2106,insert,1334022332,0.0,429651,0.0018960343840837472,0,1,0.0,3,0A,2A,2024-04-14 15:11:56,0.0,0.0,0.0031120331950207467,0.25,False,False,False,False,1,1,normal,immediate,80f3f72947e00fc8e1541325367f2106,17179869184.0,0.0808289944191078,0.08167681488427599,
ec03a575bc1856b2487941f530574be5,,select,429651,18.042024746292952,0,0.00781219322087749,0,1,360.8404949258591,3,2A,,2024-04-14 15:11:56,4.1992279190070436e-05,0.0008398455838014088,0.002074688796680498,0.01,True,True,False,False,0,0,incremental,triggered_by_write,80f3f72947e00fc8e1541325367f2106,1250000000.0,0.004250120516454483,0.004250120516454483,2252649.0
49,5d74c98b5ed71b73838627d91982fe98,insert,3155813961,0.0,324879,0.007560265396782226,0,1,0.0,3,0A,7A,2024-04-14 15:13:42,0.0,0.0,0.001037344398340249,0.21,False,False,False,False,0,1,normal,immediate,5d74c98b5ed71b73838627d91982fe98,17179869184.0,0.18891106976041683,0.1893291985941375,
342,01a66b9e116575d77df82de7ab4fb676,select,2827131192,951.0,0,0.004173572414024922,0,2,28530.0,4,"0A,8A",,2024-04-14 15:14:19,3.363833990764444e-07,1.0091501972293332e-05,0.0,0.02,False,False,False,False,0,0,normal,immediate,01a66b9e116575d77df82de7ab4fb676,17179869184.0,0.1666474799888354,0.1666474799888354,29481.0
122,21a02c48250d27c0ef9c85b49bbf19f1,select,500489068,625.0,0,0.0014816477415040261,0,1,12515.0,4,9A,,2024-04-14 15:14:49,1.2503173180321435e-06,2.500634636064287e-05,0.002074688796680498,0.0,True,True,False,False,1,0,normal,immediate,21a02c48250d27c0ef9c85b49bbf19f1,17179869184.0,0.031135445084067077,0.031527122082056554,13140.0
939,3c8d6986a54871b0ebfaf7d70c792b00,select,9067896979,3432101.0,0,0.01007893106905082,0,1,68642022.0,4,9A,,2024-04-14 15:15:03,0.0003784892068464816,0.007569784136929632,0.0031120331950207467,0.11,True,True,False,False,1,0,normal,immediate,3c8d6986a54871b0ebfaf7d70c792b00,17179869184.0,0.5920213038113251,0.5924181219015967,72074123.0
292,bf236aa1956f480f3c35d92324a3cf90,select,12663917370,279482.0,0,0.01506732616958417,0,1,5589651.0,4,9A,,2024-04-14 15:15:27,2.2069205416331285e-05,0.00044138410832662573,0.001037344398340249,0.09,True,True,False,False,1,0,normal,immediate,bf236aa1956f480f3c35d92324a3cf90,17179869184.0,0.7505388881965148,0.7511122817107363,5869133.0
465,d32086ccacb3567c07c16ea13920d05b,select,399822021,7862.0,0,0.006363676066040369,0,1,157240.0,4,0A,,2024-04-14 15:15:35,1.966374933610773e-05,0.00039327498672215455,0.001037344398340249,0.01,True,True,False,False,1,0,normal,immediate,d32086ccacb3567c07c16ea13920d05b,17179869184.0,0.027728185196391815,0.028030192377558955,165102.0
169,d106eddc4c9e3fb6f7ac254fde55df99,select,1526856486,299009.0,0,0.008169908248385559,0,1,5980180.0,4,0A,,2024-04-14 15:15:58,0.00019583307451726017,0.003916661490345203,0.002074688796680498,0.02,True,True,False,False,1,0,normal,immediate,d106eddc4c9e3fb6f7ac254fde55df99,17179869184.0,0.09940410703491412,0.09913970642559407,6279189.0
602,62569b87613e95ce376c5e804879fbd8,select,17492254977,221584.0,0,0.0178216113956997,0,1,4431696.0,4,9A,,2024-04-14 15:16:10,1.2667595061998116e-05,0.00025335190123996235,0.0,0.12,False,False,False,False,0,0,normal,immediate,62569b87613e95ce376c5e804879fbd8,17179869184.0,1.0270940520109784,1.0270940520109784,4653280.0
773,7a122b32fea1d40d709aeae7f7d3fb7d,select,306821406,5387.0,0,0.003084045412974075,0,1,107750.0,4,2A,,2024-04-14 15:16:13,1.7559219242045206e-05,0.0003511843848409041,0.0,0.01,False,False,False,False,0,0,normal,immediate,7a122b32fea1d40d709aeae7f7d3fb7d,17179869184.0,0.01940137906792835,0.01940137906792835,113137.0
835,b724bbdcb3aa2429a8eceb7e50a2236d,select,1832460534,7506.0,0,0.0024628600046475322,0,1,150120.0,4,4A,,2024-04-14 15:16:19,4.096131873364537e-06,8.192263746729074e-05,0.002074688796680498,0.01,True,True,False,False,1,0,normal,immediate,b724bbdcb3aa2429a8eceb7e50a2236d,17179869184.0,0.10929786510861522,0.1096180307512933,157626.0
83,3682422039967706d55b3d3be1437e22,select,4351894743,716.0,0,0.015795970006689433,0,2,21484.0,4,"6A,3A",,2024-04-14 15:16:32,1.645655627434499e-07,4.936966882303497e-06,0.0,0.05,False,False,False,False,0,0,normal,immediate,3682422039967706d55b3d3be1437e22,17179869184.0,0.2612115985349901,0.2612115985349901,22200.0
70,82cffd4146af5fc273c26cd555dddc62,select,2364922998,6718.0,0,0.009707446341969529,0,1,134360.0,4,8A,,2024-04-14 15:16:49,2.8406844559765238e-06,5.681368911953048e-05,0.001037344398340249,0.03,True,True,False,False,1,0,normal,immediate,82cffd4146af5fc273c26cd555dddc62,17179869184.0,0.14460618539113196,0.14429484283606187,141078.0
697,7625b8fa4d2655f24836b885b2a13920,select,542105328,5072.0,0,0.003944146802294562,0,2,152182.0,4,"6A,9A",,2024-04-14 15:16:55,9.357524500965962e-06,0.0002807257350289788,0.0031120331950207467,0.01,True,True,False,False,1,0,normal,immediate,7625b8fa4d2655f24836b885b2a13920,17179869184.0,0.03480352441057187,0.035282581827250796,157254.0
424,0ce8c2ee32d589a7b12343b37e3d8381,insert,2058280123,0.0,591437,0.007197808080593373,0,1,0.0,4,8A,5A,2024-04-14 15:16:56,0.0,0.0,0.0031120331950207467,0.35,False,False,False,False,0,1,normal,immediate,0ce8c2ee32d589a7b12343b37e3d8381,17179869184.0,0.1252857028627498,0.12473542561488993,
677,82a1e208b12b0ed0e5bd248892ffa119,select,3804913704,3112.0,0,0.010196859870718819,0,1,62256.0,4,3A,,2024-04-14 15:17:41,8.181145099805492e-07,1.6362290199610985e-05,0.001037344398340249,0.03,True,True,False,False,1,0,normal,immediate,82a1e208b12b0ed0e5bd248892ffa119,17179869184.0,0.22823190085136247,0.22849230628647885,65368.0
76,1ab1a5886996556d5489cec8ca89ce50,select,5393821176,1069.0,0,0.006437162215039687,0,1,21382.0,4,9A,,2024-04-14 15:19:28,1.9821237237983067e-07,3.9642474475966135e-06,0.002074688796680498,0.04,True,True,False,False,1,0,normal,immediate,1ab1a5886996556d5489cec8ca89ce50,17179869184.0,0.3189793826164269,0.3184868599991929,22451.0
