,query_hash,query_type,bytes_scanned,result_size,write_volume,cpu_time,unique_db_instance,num_read_tables,intermediate_result_size,hour,read_tables,write_table,timestamp,scan_to_result_ratio,scan_to_i_result_ratio,repetition_coefficient,load,cache_result,cache_ir,write_delta,was_cached,cache_writes,cache_reads,execution,execution_trigger,triggered_by,network_speed,total_runtime,runtime
720,6f548a390e487af7720fee4d4b771d7d,select,942497205,104030,0,0.006549999315489203,0,1,2080628,2,3A,,2024-04-14 13:29:36,0.00011037850295417152,0.0022075700590834307,0.0031120331950207467,0.02,False,False,False,False,0,0,normal,immediate,6f548a390e487af7720fee4d4b771d7d,17179869184.0,0.05813555737827538,0.05813555737827538
997,1636dd9b4b5cd272f9fc253046293ad8,insert,3045092935,0,202688,0.006419431838685508,0,1,0,2,0A,7A,2024-04-14 13:32:41,0.0,0.0,0.002074688796680498,0.14,False,False,False,False,0,0,normal,immediate,1636dd9b4b5cd272f9fc253046293ad8,17179869184.0,0.18046925092419322,0.18046925092419322
219,4c69f6ef145ad936ba52e302fee0bcf5,insert,6282917474,0,173041,0.00960761019136554,0,2,0,2,"9A,2A",7A,2024-04-14 13:39:04,0.0,0.0,0.0,0.14,False,False,False,False,0,0,normal,immediate,4c69f6ef145ad936ba52e302fee0bcf5,17179869184.0,0.3705278072814261,0.3705278072814261
978,dd574a5a4590a485d36a2bf2cacd63ef,select,803740547,152,0,0.008213281540373618,0,2,4560,2,"4A,1A",,2024-04-14 13:46:31,1.8911575453963007e-07,5.673472636188902e-06,0.002074688796680498,0.02,False,False,False,False,0,0,normal,immediate,dd574a5a4590a485d36a2bf2cacd63ef,17179869184.0,0.050890497992367625,0.050890497992367625
781,d9b3f8ad7abc2f276e3f02b862ce0311,select,1666263312,81577,0,0.006023856202290278,0,1,1631562,2,3A,,2024-04-14 13:47:55,4.895871989111752e-05,0.0009791743978223503,0.002074688796680498,0.02,False,False,False,False,0,0,normal,immediate,d9b3f8ad7abc2f276e3f02b862ce0311,17179869184.0,0.10000121795859229,0.10000121795859229
894,de6498835d44978324ad454dc41c6b75,insert,2823147414,0,155855,0.006032519374391734,0,2,0,2,"4A,9A",5A,2024-04-14 13:52:19,0.0,0.0,0.002074688796680498,0.11,False,False,False,False,0,0,normal,immediate,de6498835d44978324ad454dc41c6b75,17179869184.0,0.16735413902503193,0.16735413902503193
97,42c9cb83b5e4638fec94702770056a3d,select,2788905887,66579,0,0.009792450162500679,0,1,1331580,2,4A,,2024-04-14 13:59:17,2.3872802703865495e-05,0.0004774560540773099,0.001037344398340249,0.03,False,False,False,False,0,0,normal,immediate,42c9cb83b5e4638fec94702770056a3d,17179869184.0,0.1672319132713194,0.1672319132713194
967,6551dccad9abcd764036cb335f826546,insert,509639031,0,791055,0.002103815664055048,0,2,0,2,"6A,2A",5A,2024-04-14 14:02:15,0.0,0.0,0.001037344398340249,0.45,False,False,False,False,0,0,normal,immediate,6551dccad9abcd764036cb335f826546,17179869184.0,0.03076284919794753,0.03076284919794753
211,6f352765e37eef4c11e19ae27eaa75b7,insert,28083374301,0,365452,0.03318263924946428,0,1,0,2,4A,7A,2024-04-14 14:03:42,0.0,0.0,0.0,0.39,False,False,False,False,0,0,normal,immediate,6f352765e37eef4c11e19ae27eaa75b7,17179869184.0,1.651280120349421,1.651280120349421
358,79781b5baec0dfd42720b1da69aaae7b,select,1001934598,42370,0,0.009055289670760922,0,1,847400,2,0A,,2024-04-14 14:05:27,4.228818935345319e-05,0.0008457637870690638,0.002074688796680498,0.02,False,False,False,False,0,0,normal,immediate,79781b5baec0dfd42720b1da69aaae7b,17179869184.0,0.06284791417323574,0.06284791417323574
399,334283e482c6c7d18cf9e3af19bc3319,insert,147746506,0,289068,0.0018631101004324341,0,2,0,2,"8A,3A",7A,2024-04-14 14:06:18,0.0,0.0,0.0031120331950207467,0.17,False,False,False,False,0,0,normal,immediate,334283e482c6c7d18cf9e3af19bc3319,17179869184.0,0.00954835954473873,0.00954835954473873
855,151bd9daa1ff0c3c17cca26ebe7fc4b6,insert,9692033026,0,98466,0.018406187006317895,0,2,0,2,"6A,0A",5A,2024-04-14 14:06:29,0.0,0.0,0.0,0.13,False,False,False,False,0,0,normal,immediate,151bd9daa1ff0c3c17cca26ebe7fc4b6,17179869184.0,0.5733593969182339,0.5733593969182339
470,aeec8d7ab1a47bb22d4bf5ea48a139f5,insert,1837660537,0,610613,0.012518291982254027,0,1,0,2,9A,7A,2024-04-14 14:09:55,0.0,0.0,0.0031120331950207467,0.37,False,False,False,False,0,0,normal,immediate,aeec8d7ab1a47bb22d4bf5ea48a139f5,17179869184.0,0.11326060975733679,0.11326060975733679
157,176e67717b903d7d1c66a57602f1d042,insert,2254154587,0,447384,0.003865186199371096,0,1,0,2,9A,7A,2024-04-14 14:10:29,0.0,0.0,0.001037344398340249,0.27,False,False,False,False,0,0,normal,immediate,176e67717b903d7d1c66a57602f1d042,17179869184.0,0.13316770012248882,0.13316770012248882
40,10536673c9dfc75e3e890563e319583d,select,499639410,1903,0,0.0012715474070276425,0,1,38076,3,3A,,2024-04-14 14:16:29,3.8103700799190146e-06,7.62074015983803e-05,0.002074688796680498,0.0,False,False,False,False,0,0,normal,immediate,10536673c9dfc75e3e890563e319583d,17179869184.0,0.02971861505979874,0.02971861505979874
168,5321de0eeb2b7180cacea678148ccbfa,insert,2837174787,0,530097,0.007924947391308673,0,1,0,3,6A,7A,2024-04-14 14:22:50,0.0,0.0,0.002074688796680498,0.32,False,False,False,False,0,0,normal,immediate,5321de0eeb2b7180cacea678148ccbfa,17179869184.0,0.1691386373560167,0.1691386373560167
990,0d6243613647e1101a8d226743a74c4c,select,3361415229,262078,0,0.006304268845433431,0,1,5241560,3,8A,,2024-04-14 14:24:03,7.796656531420742e-05,0.0015593313062841484,0.001037344398340249,0.03,False,False,False,False,0,0,normal,immediate,0d6243613647e1101a8d226743a74c4c,17179869184.0,0.19881225226171412,0.19881225226171412
37,8cfeac644fd2970f38eff6b7643eaaa2,insert,6544400477,0,285942,0.00752530578171721,0,1,0,3,9A,7A,2024-04-14 14:31:00,0.0,0.0,0.0,0.2,False,False,False,False,0,0,normal,immediate,8cfeac644fd2970f38eff6b7643eaaa2,17179869184.0,0.38471354075298586,0.38471354075298586
669,6658ab6d65044b7afd1b47414532d93a,insert,2611272132,0,307482,0.0035473685924007803,0,1,0,3,2A,3A,2024-04-14 14:37:52,0.0,0.0,0.0031120331950207467,0.19,False,False,False,False,0,0,normal,immediate,6658ab6d65044b7afd1b47414532d93a,17179869184.0,0.1537876249164365,0.1537876249164365
729,f2006d85725128a43244dba74c191422,insert,7413347286,0,224440,0.010134433167987322,0,1,0,3,9A,7A,2024-04-14 14:39:02,0.0,0.0,0.0,0.18,False,False,False,False,0,0,normal,immediate,f2006d85725128a43244dba74c191422,17179869184.0,0.436593885768671,0.436593885768671
651,cd48e41daec7f6506239e0bf7e48069e,select,1199834589,39653,0,0.002547468765669022,0,1,793060,3,1A,,2024-04-14 14:42:28,3.304872218515447e-05,0.0006609744437030895,0.002074688796680498,0.01,False,False,False,False,0,0,normal,immediate,cd48e41daec7f6506239e0bf7e48069e,17179869184.0,0.07111329929159604,0.07111329929159604
162,d8cb426abd2e5ccdc8c19d70c4ec96af,insert,1624636493,0,1045862,0.00493641852193386,0,1,0,3,3A,5A,2024-04-14 14:42:45,0.0,0.0,0.002074688796680498,0.6,False,False,False,False,0,0,normal,immediate,d8cb426abd2e5ccdc8c19d70c4ec96af,17179869184.0,0.09709537653381407,0.09709537653381407
989,4df8ed4611bc480d69c34e546c933db4,insert,6998397779,0,551326,0.008880551615875767,0,2,0,3,"1A,6A",5A,2024-04-14 14:48:55,0.0,0.0,0.002074688796680498,0.36,False,False,False,False,0,0,normal,immediate,4df8ed4611bc480d69c34e546c933db4,17179869184.0,0.41183273206239407,0.41183273206239407
563,1f521cc192ea22e38d0170c837dc7b3e,insert,2402570174,0,209251,0.0034249815523094665,0,1,0,3,4A,5A,2024-04-14 14:49:49,0.0,0.0,0.0,0.13,False,False,False,False,0,0,normal,immediate,1f521cc192ea22e38d0170c837dc7b3e,17179869184.0,0.14157266079641093,0.14157266079641093
878,5321de0eeb2b7180cacea678148ccbfa,insert,2837174787,0,530097,0.007924947391308673,0,1,0,3,1A,7A,2024-04-14 14:50:30,0.0,0.0,0.002074688796680498,0.32,False,False,False,False,0,0,normal,immediate,5321de0eeb2b7180cacea678148ccbfa,17179869184.0,0.1691386373560167,0.1691386373560167
88,c52a1f6f48f400812bc18afe43621cc4,insert,1690730649,0,339802,0.004165450590540833,0,2,0,3,"0A,2A",5A,2024-04-14 14:51:15,0.0,0.0,0.0031120331950207467,0.2,False,False,False,False,0,0,normal,immediate,c52a1f6f48f400812bc18afe43621cc4,17179869184.0,0.10051598068786281,0.10051598068786281
430,7e010752dbf1d30944316010008eb5f1,select,4018926185,6716,0,0.007601851216432056,0,1,134320,3,8A,,2024-04-14 14:57:22,1.671093145494037e-06,3.342186290988074e-05,0.001037344398340249,0.03,False,False,False,False,0,0,normal,immediate,7e010752dbf1d30944316010008eb5f1,17179869184.0,0.2377332182209512,0.2377332182209512
433,aeec8d7ab1a47bb22d4bf5ea48a139f5,insert,1837044574,0,610613,0.012518291982254027,0,1,0,3,2A,5A,2024-04-14 15:00:06,0.0,0.0,0.0031120331950207467,0.37,False,False,False,False,0,0,normal,immediate,aeec8d7ab1a47bb22d4bf5ea48a139f5,17179869184.0,0.11322475599189755,0.11322475599189755
444,bdc83d416235a709c3865757e1a9a1b8,select,27894258054,1974,0,0.03369168495395791,0,2,59220,3,"1A,6A",,2024-04-14 15:01:50,7.076725239217937e-08,2.123017571765381e-06,0.0031120331950207467,0.19,False,False,False,False,0,0,normal,immediate,bdc83d416235a709c3865757e1a9a1b8,17179869184.0,1.640505356716968,1.640505356716968
481,1ed2f86dd58e1a90cee2f686d3d9d3d6,insert,896319663,0,589899,0.005412005292261248,0,1,0,3,3A,5A,2024-04-14 15:03:22,0.0,0.0,0.0031120331950207467,0.34,False,False,False,False,0,0,normal,immediate,1ed2f86dd58e1a90cee2f686d3d9d3d6,17179869184.0,0.0549130103010732,0.0549130103010732
626,ec03a575bc1856b2487941f530574be5,select,2554493399,107269,0,0.00781219322087749,0,1,2145380,3,2A,,2024-04-14 15:04:59,4.1992279190070436e-05,0.0008398455838014088,0.002074688796680498,0.03,False,False,False,False,0,0,normal,immediate,ec03a575bc1856b2487941f530574be5,17179869184.0,0.15259718218512155,0.15259718218512155
272,c86fbde9a005e2bd76de20f92c3a5e33,select,1163576432,46515,0,0.0015422035284539722,0,1,930312,3,9A,,2024-04-14 15:05:14,3.997642330867568e-05,0.0007995284661735136,0.001037344398340249,0.01,False,False,False,False,0,0,normal,immediate,c86fbde9a005e2bd76de20f92c3a5e33,17179869184.0,0.06850016416498525,0.06850016416498525
636,80f3f72947e00fc8e1541325367f2106,insert,1334022332,0,429651,0.0018960343840837472,0,1,0,3,0A,2A,2024-04-14 15:11:56,0.0,0.0,0.0031120331950207467,0.25,False,False,False,False,0,0,normal,immediate,80f3f72947e00fc8e1541325367f2106,17179869184.0,0.07862334572381005,0.07862334572381005
49,5d74c98b5ed71b73838627d91982fe98,insert,3155813961,0,324879,0.007560265396782226,0,1,0,3,0A,7A,2024-04-14 15:13:42,0.0,0.0,0.001037344398340249,0.21,False,False,False,False,0,0,normal,immediate,5d74c98b5ed71b73838627d91982fe98,17179869184.0,0.18749159209293548,0.18749159209293548
342,01a66b9e116575d77df82de7ab4fb676,select,2827131192,951,0,0.004173572414024922,0,2,28530,4,"0A,8A",,2024-04-14 15:14:19,3.363833990764444e-07,1.0091501972293332e-05,0.0,0.02,False,False,False,False,0,0,normal,immediate,01a66b9e116575d77df82de7ab4fb676,17179869184.0,0.1666474799888354,0.1666474799888354
122,21a02c48250d27c0ef9c85b49bbf19f1,select,500489068,625,0,0.0014816477415040261,0,1,12515,4,9A,,2024-04-14 15:14:49,1.2503173180321435e-06,2.500634636064287e-05,0.002074688796680498,0.0,False,False,False,False,0,0,normal,immediate,21a02c48250d27c0ef9c85b49bbf19f1,17179869184.0,0.029873121831793345,0.029873121831793345
939,3c8d6986a54871b0ebfaf7d70c792b00,select,9067896979,3432101,0,0.01007893106905082,0,1,68642022,4,9A,,2024-04-14 15:15:03,0.0003784892068464816,0.007569784136929632,0.0031120331950207467,0.11,False,False,False,False,0,0,normal,immediate,3c8d6986a54871b0ebfaf7d70c792b00,17179869184.0,0.5328605380864129,0.5328605380864129
292,bf236aa1956f480f3c35d92324a3cf90,select,12663917370,279482,0,0.01506732616958417,0,1,5589651,4,9A,,2024-04-14 15:15:27,2.2069205416331285e-05,0.00044138410832662573,0.001037344398340249,0.09,False,False,False,False,0,0,normal,immediate,bf236aa1956f480f3c35d92324a3cf90,17179869184.0,0.744670671193922,0.744670671193922
465,d32086ccacb3567c07c16ea13920d05b,select,399822021,7862,0,0.006363676066040369,0,1,157240,4,0A,,2024-04-14 15:15:35,1.966374933610773e-05,0.00039327498672215455,0.001037344398340249,0.01,False,False,False,False,0,0,normal,immediate,d32086ccacb3567c07c16ea13920d05b,17179869184.0,0.026454542657125428,0.026454542657125428
169,d106eddc4c9e3fb6f7ac254fde55df99,select,1526856486,299009,0,0.008169908248385559,0,1,5980180,4,0A,,2024-04-14 15:15:58,0.00019583307451726017,0.003916661490345203,0.002074688796680498,0.02,False,False,False,False,0,0,normal,immediate,d106eddc4c9e3fb6f7ac254fde55df99,17179869184.0,0.09295969872480918,0.09295969872480918
602,62569b87613e95ce376c5e804879fbd8,select,17492254977,221584,0,0.0178216113956997,0,1,4431696,4,9A,,2024-04-14 15:16:10,1.2667595061998116e-05,0.00025335190123996235,0.0,0.12,False,False,False,False,0,0,normal,immediate,62569b87613e95ce376c5e804879fbd8,17179869184.0,1.0270940520109784,1.0270940520109784
773,7a122b32fea1d40d709aeae7f7d3fb7d,select,306821406,5387,0,0.003084045412974075,0,1,107750,4,2A,,2024-04-14 15:16:13,1.7559219242045206e-05,0.0003511843848409041,0.0,0.01,False,False,False,False,0,0,normal,immediate,7a122b32fea1d40d709aeae7f7d3fb7d,17179869184.0,0.01940137906792835,0.01940137906792835
835,b724bbdcb3aa2429a8eceb7e50a2236d,select,1832460534,7506,0,0.0024628600046475322,0,1,150120,4,4A,,2024-04-14 15:16:19,4.096131873364537e-06,8.192263746729074e-05,0.002074688796680498,0.01,False,False,False,False,0,0,normal,immediate,b724bbdcb3aa2429a8eceb7e50a2236d,17179869184.0,0.10789467140270718,0.10789467140270718
83,3682422039967706d55b3d3be1437e22,select,4351894743,716,0,0.015795970006689433,0,2,21484,4,"6A,3A",,2024-04-14 15:16:32,1.645655627434499e-07,4.936966882303497e-06,0.0,0.05,False,False,False,False,0,0,normal,immediate,3682422039967706d55b3d3be1437e22,17179869184.0,0.2612115985349901,0.2612115985349901
70,82cffd4146af5fc273c26cd555dddc62,select,2364922998,6718,0,0.009707446341969529,0,1,134360,4,8A,,2024-04-14 15:16:49,2.8406844559765238e-06,5.681368911953048e-05,0.001037344398340249,0.03,False,False,False,False,0,0,normal,immediate,82cffd4146af5fc273c26cd555dddc62,17179869184.0,0.14251035912502952,0.14251035912502952
697,7625b8fa4d2655f24836b885b2a13920,select,542105328,5072,0,0.003944146802294562,0,2,152182,4,"6A,9A",,2024-04-14 15:16:55,9.357524500965962e-06,0.0002807257350289788,0.0031120331950207467,0.01,False,False,False,False,0,0,normal,immediate,7625b8fa4d2655f24836b885b2a13920,17179869184.0,0.03352675651275531,0.03352675651275531
424,0ce8c2ee32d589a7b12343b37e3d8381,insert,2058280123,0,591437,0.007197808080593373,0,1,0,4,8A,5A,2024-04-14 15:16:56,0.0,0.0,0.0031120331950207467,0.35,False,False,False,False,0,0,normal,immediate,0ce8c2ee32d589a7b12343b37e3d8381,17179869184.0,0.12344100166915835,0.12344100166915835
677,82a1e208b12b0ed0e5bd248892ffa119,select,3804913704,3112,0,0.010196859870718819,0,1,62256,4,3A,,2024-04-14 15:17:41,8.181145099805492e-07,1.6362290199610985e-05,0.001037344398340249,0.03,False,False,False,False,0,0,normal,immediate,82a1e208b12b0ed0e5bd248892ffa119,17179869184.0,0.2265735566227967,0.2265735566227967
76,1ab1a5886996556d5489cec8ca89ce50,select,5393821176,1069,0,0.006437162215039687,0,1,21382,4,9A,,2024-04-14 15:19:28,1.9821237237983067e-07,3.9642474475966135e-06,0.002074688796680498,0.04,False,False,False,False,0,0,normal,immediate,1ab1a5886996556d5489cec8ca89ce50,17179869184.0,0.31718029514800783,0.31718029514800783
746,6658ab6d65044b7afd1b47414532d93a,insert,2612317353,0,307482,0.0035473685924007803,0,1,0,4,3A,8A,2024-04-14 15:21:55,0.0,0.0,0.0031120331950207467,0.19,False,False,False,False,0,0,normal,immediate,6658ab6d65044b7afd1b47414532d93a,17179869184.0,0.15384846478598413,0.15384846478598413
547,0ee1564570ae8f738824524c1c6b942f,insert,712602901,0,482413,0.002838639107524951,0,1,0,4,6A,7A,2024-04-14 15:23:11,0.0,0.0,0.0,0.28,False,False,False,False,0,0,normal,immediate,0ee1564570ae8f738824524c1c6b942f,17179869184.0,0.04292634771344791,0.04292634771344791
71,a206fb7ce59d4c77eff1862e2eddf2d7,select,1582770084,43500,0,0.006921125030783227,0,1,870000,4,1A,,2024-04-14 15:23:46,2.748346107860856e-05,0.0005496692215721712,0.001037344398340249,0.02,False,False,False,False,0,0,normal,immediate,a206fb7ce59d4c77eff1862e2eddf2d7,17179869184.0,0.09558990686884394,0.09558990686884394
608,401077287312d318705a60a50737872e,select,44414481160,10022,0,0.049827135889671484,0,1,200440,4,4A,,2024-04-14 15:23:56,2.2564712540255642e-07,4.512942508051129e-06,0.0,0.3,False,False,False,False,0,0,normal,immediate,401077287312d318705a60a50737872e,17179869184.0,2.6101766269537023,2.6101766269537023
789,a206fb7ce59d4c77eff1862e2eddf2d7,select,1582770084,43500,0,0.006921125030783227,0,1,870000,4,6A,,2024-04-14 15:24:34,2.748346107860856e-05,0.0005496692215721712,0.001037344398340249,0.02,False,False,False,False,0,0,normal,immediate,a206fb7ce59d4c77eff1862e2eddf2d7,17179869184.0,0.09558990686884394,0.09558990686884394
167,9f2cb93dbe6552b82455f24f3d6bede7,select,1346309779,371,0,0.007062919683151242,0,1,7423,4,9A,,2024-04-14 15:25:20,2.7569421482724566e-07,5.513884296544914e-06,0.004149377593360996,0.02,False,False,False,False,0,0,normal,immediate,9f2cb93dbe6552b82455f24f3d6bede7,17179869184.0,0.08189700294209286,0.08189700294209286
811,f95d0aaf2553c5e008ebb1b67eb280a1,select,1094807930,9982,0,0.007799794912388105,0,1,199656,4,8A,,2024-04-14 15:25:41,9.118315134759999e-06,0.00018236630269519998,0.0031120331950207467,0.02,False,False,False,False,0,0,normal,immediate,f95d0aaf2553c5e008ebb1b67eb280a1,17179869184.0,0.06762610621100922,0.06762610621100922
