,query_hash,query_type,bytes_scanned,result_size,write_volume,cpu_time,unique_db_instance,num_read_tables,intermediate_result_size,hour,read_tables,write_table,timestamp,scan_to_result_ratio,scan_to_i_result_ratio,repetition_coefficient,load,cache_result,cache_ir,write_delta,was_cached,cache_writes,cache_reads,execution,execution_trigger,triggered_by,network_speed,total_runtime,runtime
122,21a02c48250d27c0ef9c85b49bbf19f1,select,499873105,625,0,0.0014816477415040261,0,1,12500,2.0,0A,,2024-04-14 13:21:13,1.2503173180321435e-06,2.500634636064287e-05,0.0020920502092050207,0.0,False,False,False,False,0,0,normal,immediate,21a02c48250d27c0ef9c85b49bbf19f1,17179869184.0,0.029837268066354103,0.029837268066354103
969,d9b3f8ad7abc2f276e3f02b862ce0311,select,1665525573,81542,0,0.006023856202290278,0,1,1630840,2.0,0A,,2024-04-14 13:22:48,4.895871989111752e-05,0.0009791743978223503,0.0020920502092050207,0.02,False,False,False,False,0,0,normal,immediate,d9b3f8ad7abc2f276e3f02b862ce0311,17179869184.0,0.09995827589703765,0.09995827589703765
377,d12a18f8fb0a526a051915d6fbf125a3,select,3313411386,112635,0,0.005850526289587636,0,2,3379050,2.0,"3A,8A",,2024-04-14 13:24:13,3.399366600715846e-05,0.0010198099802147538,0.0010460251046025104,0.03,False,False,False,False,0,0,normal,immediate,d12a18f8fb0a526a051915d6fbf125a3,17179869184.0,0.1957911895679039,0.1957911895679039
158,0e5482bc0bed6136cb5edcb9b337681a,select,8262328762,239,0,0.009893339535079211,0,1,4780,2.0,3A,,2024-04-14 13:24:24,2.8926469387081984e-08,5.785293877416397e-07,0.0010460251046025104,0.06,False,False,False,False,0,0,normal,immediate,0e5482bc0bed6136cb5edcb9b337681a,17179869184.0,0.48587750070162455,0.48587750070162455
721,ad92b6edaa1e1ff2facf5b9cd02b8a39,select,6125855398,47090,0,0.008568975337801555,0,1,941800,2.0,3A,,2024-04-14 13:26:22,7.687089710830291e-06,0.00015374179421660583,0.0020920502092050207,0.04,False,False,False,False,0,0,normal,immediate,ad92b6edaa1e1ff2facf5b9cd02b8a39,17179869184.0,0.3608562014806187,0.3608562014806187
126,f713c6d8aa687efb275fff2facbbdd42,select,1514512795,3993,0,0.0038137490538009164,0,2,119790,2.0,"3A,0A",,2024-04-14 13:29:33,2.6364914269344286e-06,7.909474280803287e-05,0.0010460251046025104,0.01,False,False,False,False,0,0,normal,immediate,f713c6d8aa687efb275fff2facbbdd42,17179869184.0,0.09006312174736823,0.09006312174736823
258,7fc143bdda58003ada1b1b018514114a,select,588707670,1454,0,0.0032978496504186684,0,2,43620,2.0,"3A,0A",,2024-04-14 13:32:41,2.469816640914497e-06,7.40944992274349e-05,0.0010460251046025104,0.01,False,False,False,False,0,0,normal,immediate,7fc143bdda58003ada1b1b018514114a,17179869184.0,0.0359162212577268,0.0359162212577268
978,dd574a5a4590a485d36a2bf2cacd63ef,select,803740547,152,0,0.008213281540373618,0,2,4560,2.0,"8A,0A",,2024-04-14 13:32:53,1.8911575453963007e-07,5.673472636188902e-06,0.0020920502092050207,0.02,False,False,False,False,0,0,normal,immediate,dd574a5a4590a485d36a2bf2cacd63ef,17179869184.0,0.050890497992367625,0.050890497992367625
707,d58c3e9bb210817fad1d3a8818934046,select,1695256749,35395,0,0.003988208248352592,0,1,707900,2.0,3A,,2024-04-14 13:35:23,2.0878843290775184e-05,0.00041757686581550367,0.0031380753138075313,0.01,False,False,False,False,0,0,normal,immediate,d58c3e9bb210817fad1d3a8818934046,17179869184.0,0.10067103413123542,0.10067103413123542
323,dc86b7681caafd984fb5fb0c0ca2042b,select,1265073778,10581,0,0.0075531911380087085,0,1,211620,2.0,0A,,2024-04-14 13:35:28,8.363939071385922e-06,0.00016727878142771844,0.0031380753138075313,0.02,False,False,False,False,0,0,normal,immediate,dc86b7681caafd984fb5fb0c0ca2042b,17179869184.0,0.0774135810693475,0.0774135810693475
819,d0ffd9964478544c096c222168e90498,select,248504286,54335,0,0.004545726744696359,0,1,1086700,2.0,8A,,2024-04-14 13:37:33,0.0002186481403383119,0.004372962806766238,0.0041841004184100415,0.01,False,False,False,False,0,0,normal,immediate,d0ffd9964478544c096c222168e90498,17179869184.0,0.016737716587379506,0.016737716587379506
818,082e29e06d5f880d5c96f73a6ccf8ba3,select,7566978730,2835,0,0.00869494810520694,0,1,56700,2.0,3A,,2024-04-14 13:37:49,3.7465415209380404e-07,7.49308304187608e-06,0.0010460251046025104,0.05,False,False,False,False,0,0,normal,immediate,082e29e06d5f880d5c96f73a6ccf8ba3,17179869184.0,0.44480360610786374,0.44480360610786374
880,ba692d7b790435f1ed5ae528ddf90878,select,286006325,27369,0,0.002935580484548784,0,2,821070,2.0,"8A,0A",,2024-04-14 13:39:04,9.569368789309117e-05,0.0028708106367927354,0.0020920502092050207,0.01,False,False,False,False,0,0,normal,immediate,ba692d7b790435f1ed5ae528ddf90878,17179869184.0,0.018115549426981348,0.018115549426981348
861,bbb43ff277401dfeb52b9f72eb6800d4,select,2055463569,4823,0,0.005044900353579094,0,1,96460,2.0,3A,,2024-04-14 13:39:08,2.346429327544068e-06,4.692858655088136e-05,0.0010460251046025104,0.02,False,False,False,False,0,0,normal,immediate,bbb43ff277401dfeb52b9f72eb6800d4,17179869184.0,0.12216617662112707,0.12216617662112707
606,e0400178f04e05515fd679063f566fb7,select,11556694876,4504,0,0.015166521719417143,0,1,90080,2.0,0A,,2024-04-14 13:48:30,3.8973080524549793e-07,7.794616104909959e-06,0.0010460251046025104,0.08,False,False,False,False,0,0,normal,immediate,e0400178f04e05515fd679063f566fb7,17179869184.0,0.6802714374823229,0.6802714374823229
555,21facd42cb43296b72c5f6c53cc368ef,select,17260082451,673,0,0.022735508744767065,0,1,13460,2.0,0A,,2024-04-14 13:49:03,3.8991702496821405e-08,7.79834049936428e-07,0.0010460251046025104,0.12,False,False,False,False,0,0,normal,immediate,21facd42cb43296b72c5f6c53cc368ef,17179869184.0,1.016036781018681,1.016036781018681
214,9ca9ab7f1f83c94c404737d6968c58bd,select,68754329,29693,0,0.0028576802131483952,0,2,890790,2.0,"8A,0A",,2024-04-14 13:49:06,0.00043187098807989237,0.012956129642396771,0.0020920502092050207,0.01,False,False,False,False,0,0,normal,immediate,9ca9ab7f1f83c94c404737d6968c58bd,17179869184.0,0.005430868775339177,0.005430868775339177
999,bcd58dbb05065b2ab32c52acaf261866,select,45836790703,18802,0,0.04690483637246059,0,1,376040,2.0,0A,,2024-04-14 13:51:09,4.101945121295199e-07,8.2038902425904e-06,0.0010460251046025104,0.3,False,False,False,False,0,0,normal,immediate,bcd58dbb05065b2ab32c52acaf261866,17179869184.0,2.6915047887880297,2.6915047887880297
175,c0d59af36d9e3fef08514075c59cead2,select,11569978308,11584,0,0.017151492031678515,0,1,231680,2.0,3A,,2024-04-14 13:52:10,1.0012119030500087e-06,2.0024238061000173e-05,0.0020920502092050207,0.08,False,False,False,False,0,0,normal,immediate,c0d59af36d9e3fef08514075c59cead2,17179869184.0,0.6820371201440766,0.6820371201440766
763,79d55fa8f21480ee5a96b19d8a1a93b6,select,1077026511,6386,0,0.005904816978742273,0,1,127720,2.0,3A,,2024-04-14 13:58:24,5.929287658918175e-06,0.0001185857531783635,0.0010460251046025104,0.01,False,False,False,False,0,0,normal,immediate,79d55fa8f21480ee5a96b19d8a1a93b6,17179869184.0,0.065643602436474,0.065643602436474
692,32de71988888345b6368618db92b9529,select,2545733837,1905,0,0.007594968882804013,0,1,38100,2.0,8A,,2024-04-14 14:01:15,7.48310751231139e-07,1.496621502462278e-05,0.0020920502092050207,0.02,False,False,False,False,0,0,normal,immediate,32de71988888345b6368618db92b9529,17179869184.0,0.15197869640143832,0.15197869640143832
537,dd574a5a4590a485d36a2bf2cacd63ef,select,803740547,152,0,0.008213281540373618,0,2,4560,2.0,"0A,3A",,2024-04-14 14:02:08,1.8911575453963007e-07,5.673472636188902e-06,0.0020920502092050207,0.02,False,False,False,False,0,0,normal,immediate,dd574a5a4590a485d36a2bf2cacd63ef,17179869184.0,0.050890497992367625,0.050890497992367625
690,3c8d6986a54871b0ebfaf7d70c792b00,select,9067281016,3431868,0,0.01007893106905082,0,1,68637360,2.0,3A,,2024-04-14 14:06:29,0.0003784892068464816,0.007569784136929632,0.0031380753138075313,0.11,False,False,False,False,0,0,normal,immediate,3c8d6986a54871b0ebfaf7d70c792b00,17179869184.0,0.5328246843209736,0.5328246843209736
986,4e9e1592a4559a0893ebe91cd8fe2187,select,4928895356,23166,0,0.00890341656927389,0,1,463320,2.0,8A,,2024-04-14 14:07:45,4.700038918821794e-06,9.400077837643588e-05,0.0010460251046025104,0.04,False,False,False,False,0,0,normal,immediate,4e9e1592a4559a0893ebe91cd8fe2187,17179869184.0,0.29135117784464915,0.29135117784464915
4,7ace919ef719ae7a3764e9f2ffed20dc,select,4592586669,1570,0,0.012296269670253419,0,1,31400,2.0,3A,,2024-04-14 14:09:56,3.4185527963957954e-07,6.8371055927915905e-06,0.0031380753138075313,0.04,False,False,False,False,0,0,normal,immediate,7ace919ef719ae7a3764e9f2ffed20dc,17179869184.0,0.2734718623799895,0.2734718623799895
27,dd574a5a4590a485d36a2bf2cacd63ef,select,803740547,152,0,0.008213281540373618,0,2,4560,3.0,"3A,0A",,2024-04-14 14:14:59,1.8911575453963007e-07,5.673472636188902e-06,0.0020920502092050207,0.02,False,False,False,False,0,0,normal,immediate,dd574a5a4590a485d36a2bf2cacd63ef,17179869184.0,0.050890497992367625,0.050890497992367625
3,c86fbde9a005e2bd76de20f92c3a5e33,select,1162960469,46491,0,0.0015422035284539722,0,1,929820,3.0,0A,,2024-04-14 14:16:05,3.997642330867568e-05,0.0007995284661735136,0.0010460251046025104,0.01,False,False,False,False,0,0,normal,immediate,c86fbde9a005e2bd76de20f92c3a5e33,17179869184.0,0.06846431039954601,0.06846431039954601
993,66de62a8ec078493a8ca83e7abb55606,select,3904827574,4368,0,0.0057100271507463,0,1,87360,3.0,3A,,2024-04-14 14:17:09,1.1186153337688965e-06,2.2372306675377928e-05,0.0,0.03,False,False,False,False,0,0,normal,immediate,66de62a8ec078493a8ca83e7abb55606,17179869184.0,0.23014589292832272,0.23014589292832272
216,587eb55803cc533074c12f2f839b87ed,select,28306824412,2460,0,0.03529713130299571,0,1,49200,3.0,0A,,2024-04-14 14:21:00,8.690483835965513e-08,1.7380967671931027e-06,0.0020920502092050207,0.19,False,False,False,False,0,0,normal,immediate,587eb55803cc533074c12f2f839b87ed,17179869184.0,1.6653226025622552,1.6653226025622552
408,7d7d23d8779f3461ac699f71b28ea595,select,3386867262,210160,0,0.006949794923442864,0,1,4203200,3.0,0A,,2024-04-14 14:23:20,6.2051442747094e-05,0.00124102885494188,0.0010460251046025104,0.03,False,False,False,False,0,0,normal,immediate,7d7d23d8779f3461ac699f71b28ea595,17179869184.0,0.20061651860714122,0.20061651860714122
953,7625b8fa4d2655f24836b885b2a13920,select,541489365,5067,0,0.003944146802294562,0,2,152010,3.0,"3A,0A",,2024-04-14 14:23:57,9.357524500965962e-06,0.0002807257350289788,0.0031380753138075313,0.01,False,False,False,False,0,0,normal,immediate,7625b8fa4d2655f24836b885b2a13920,17179869184.0,0.033490902747316066,0.033490902747316066
124,a9861c21da789e96a78f083b233f0e9e,select,3656922603,303,0,0.0071356134785254925,0,1,6060,3.0,3A,,2024-04-14 14:24:03,8.285655259737527e-08,1.6571310519475055e-06,0.0010460251046025104,0.03,False,False,False,False,0,0,normal,immediate,a9861c21da789e96a78f083b233f0e9e,17179869184.0,0.21642871760148133,0.21642871760148133
431,4e1f9cee17b05a5f64265aaabd409466,select,2177339398,3203,0,0.002615773479256269,0,2,96090,3.0,"0A,8A",,2024-04-14 14:25:54,1.4710614261341722e-06,4.4131842784025166e-05,0.0020920502092050207,0.01,False,False,False,False,0,0,normal,immediate,4e1f9cee17b05a5f64265aaabd409466,17179869184.0,0.1280457201119454,0.1280457201119454
679,4d4851e64ea6d11523f3eec8e967872e,select,2788949130,298,0,0.009934111390247536,0,1,5960,3.0,8A,,2024-04-14 14:26:08,1.0685028163278116e-07,2.137005632655623e-06,0.0031380753138075313,0.03,False,False,False,False,0,0,normal,immediate,4d4851e64ea6d11523f3eec8e967872e,17179869184.0,0.1673052609590737,0.1673052609590737
795,4a4ca903fe2a87e783078e49b0141fc8,select,5091277750,14252,0,0.007436547391771939,0,1,285040,3.0,0A,,2024-04-14 14:26:42,2.799297288386987e-06,5.598594576773974e-05,0.0020920502092050207,0.04,False,False,False,False,0,0,normal,immediate,4a4ca903fe2a87e783078e49b0141fc8,17179869184.0,0.30006964258416724,0.30006964258416724
334,4e9e1592a4559a0893ebe91cd8fe2187,select,4928895356,23166,0,0.00890341656927389,0,1,463320,3.0,8A,,2024-04-14 14:30:17,4.700038918821794e-06,9.400077837643588e-05,0.0010460251046025104,0.04,False,False,False,False,0,0,normal,immediate,4e9e1592a4559a0893ebe91cd8fe2187,17179869184.0,0.29135117784464915,0.29135117784464915
396,9f2cb93dbe6552b82455f24f3d6bede7,select,1345693816,371,0,0.007062919683151242,0,1,7420,3.0,0A,,2024-04-14 14:31:30,2.7569421482724566e-07,5.513884296544914e-06,0.0041841004184100415,0.02,False,False,False,False,0,0,normal,immediate,9f2cb93dbe6552b82455f24f3d6bede7,17179869184.0,0.08186114917665362,0.08186114917665362
508,24d14552a9102c75136bf0ef4fdcdfce,select,429266077,30131,0,0.0019431036779202198,0,1,602620,3.0,0A,,2024-04-14 14:37:27,7.019189638877521e-05,0.0014038379277755042,0.0010460251046025104,0.01,False,False,False,False,0,0,normal,immediate,24d14552a9102c75136bf0ef4fdcdfce,17179869184.0,0.0259581260906305,0.0259581260906305
25,1ac6e22761c4872c720534ab17119ae8,select,979597899,11829,0,0.004432285199589253,0,2,354870,3.0,"8A,0A",,2024-04-14 14:39:18,1.2075362770862782e-05,0.00036226088312588345,0.0,0.01,False,False,False,False,0,0,normal,immediate,1ac6e22761c4872c720534ab17119ae8,17179869184.0,0.05923624493633172,0.05923624493633172
778,a1513067671b7ef23b1d29cac1f8484c,select,303999314,6311,0,0.004104081309702751,0,1,126220,3.0,3A,,2024-04-14 14:46:41,2.0759915267440372e-05,0.00041519830534880747,0.0020920502092050207,0.01,False,False,False,False,0,0,normal,immediate,a1513067671b7ef23b1d29cac1f8484c,17179869184.0,0.01974712964209008,0.01974712964209008
84,b92ebd439b6869131bc50bafa156e483,select,8376254225,353,0,0.010580028471857808,0,2,10590,3.0,"0A,3A",,2024-04-14 14:46:45,4.2142942479757414e-08,1.2642882743927223e-06,0.005230125523012552,0.06,False,False,False,False,0,0,normal,immediate,b92ebd439b6869131bc50bafa156e483,17179869184.0,0.4928521798897276,0.4928521798897276
41,f1feb1d5619a44603f5668df66d9e53c,select,1108614786,34678076,0,0.006416027154662257,0,1,693561520,3.0,8A,,2024-04-14 14:47:31,0.03128054617160771,0.6256109234321542,0.0020920502092050207,0.51,False,False,False,False,0,0,normal,immediate,f1feb1d5619a44603f5668df66d9e53c,17179869184.0,0.06773788712447536,0.06773788712447536
342,01a66b9e116575d77df82de7ab4fb676,select,2827131192,951,0,0.004173572414024922,0,2,28530,3.0,"3A,0A",,2024-04-14 14:47:53,3.363833990764444e-07,1.0091501972293332e-05,0.0,0.02,False,False,False,False,0,0,normal,immediate,01a66b9e116575d77df82de7ab4fb676,17179869184.0,0.1666474799888354,0.1666474799888354
121,e191735262f462ca788624c23a0e99c6,select,8993476076,366,0,0.01428185024459546,0,1,7320,3.0,3A,,2024-04-14 14:54:57,4.069616652194228e-08,8.139233304388455e-07,0.0,0.07,False,False,False,False,0,0,normal,immediate,e191735262f462ca788624c23a0e99c6,17179869184.0,0.5306301309874871,0.5306301309874871
605,06e2ea3b828f1346bb056af1cafa9ea8,select,117302421,624,0,0.0011715166908827953,0,2,18720,3.0,"8A,0A",,2024-04-14 14:54:59,5.319583301695026e-06,0.0001595874990508508,0.0041841004184100415,0.0,False,False,False,False,0,0,normal,immediate,06e2ea3b828f1346bb056af1cafa9ea8,17179869184.0,0.007413657891338196,0.007413657891338196
733,18997263971898738eee2d8dd379a079,select,174406436,19468,0,0.0005352479781492986,0,1,389360,3.0,3A,,2024-04-14 14:55:36,0.00011162432101989631,0.002232486420397926,0.0,0.0,False,False,False,False,0,0,normal,immediate,18997263971898738eee2d8dd379a079,17179869184.0,0.010419414676889005,0.010419414676889005
929,a95d0fbf0c23790e9fc44f8ed955a7f1,select,8089648495,113524,0,0.012916973402057845,0,1,2270480,3.0,8A,,2024-04-14 14:56:58,1.4033242614949983e-05,0.0002806648522989997,0.0020920502092050207,0.06,False,False,False,False,0,0,normal,immediate,a95d0fbf0c23790e9fc44f8ed955a7f1,17179869184.0,0.4773380032071309,0.4773380032071309
